Date,Platform,Campaign_Name,Impressions,Clicks,CTR (%),Likes,Comments,Shares,Cost ($),Revenue ($),Engagement Rate (%),ROI (%)
2024-01-17,Facebook,New Arrivals,11106,468,4.213938411669368,187,17,16,350.09701736271734,765.6328782225384,1.980911219160814,118.69163124840503
2024-01-17,Facebook,Holiday Promo,8287,138,1.6652588391456498,82,3,4,228.399332925622,523.4189750188011,1.0739712803185713,129.16834664716467
2024-01-17,Facebook,Back to School,11874,1037,8.733367020380664,930,75,41,1628.5563457135122,3116.9125020016772,8.809162876873842,91.3911367086337
2024-01-17,Facebook,Black Friday,18338,1299,7.083651434180391,993,123,78,59.91017264515063,118.78475588987712,6.5110699094775875,98.27142978445752
2024-01-17,Facebook,Spring Collection,6295,503,7.990468625893567,46,4,4,1709.853482395099,2807.1504088842403,0.857823669579031,64.17490959237564
2024-01-17,Instagram,Summer Sale,15559,367,2.358763416672023,358,57,2,728.2279554092764,1421.9579023987576,2.680120830387557,95.2627459350408
2024-01-17,Instagram,New Arrivals,2312,55,2.378892733564014,33,2,3,1333.9810775839296,2996.10674570272,1.6435986159169549,124.59889394602115
2024-01-17,Instagram,Holiday Promo,19088,830,4.348281642917016,372,44,24,1863.6761834939903,1826.2497629141928,2.305113160100587,-2.0082040491407134
2024-01-17,Instagram,Back to School,4738,471,9.940903334740398,197,6,4,1767.6979804379105,4034.123657880615,4.368932038834951,128.21339971668942
2024-01-17,Instagram,Black Friday,17370,1104,6.355785837651122,544,41,9,1648.8964889457952,1959.9818755659264,3.419689119170984,18.86627745923702
2024-01-17,Instagram,Spring Collection,10766,131,1.216793609511425,109,1,6,426.60908594522147,402.27828209501223,1.0774660969719487,-5.703301840442616
2024-01-18,Facebook,Summer Sale,10882,66,0.6065061569564418,49,1,3,67.69118907281367,148.36250311148066,0.487042823010476,119.1755014849731
2024-01-18,Facebook,New Arrivals,2007,119,5.929247633283508,92,6,9,892.869528590399,1989.4977360613755,5.331340308918784,122.8206554660072
2024-01-18,Facebook,Holiday Promo,2435,109,4.476386036960986,88,4,5,1877.5955501110798,3697.747431089684,3.9835728952772076,96.94057279113827
2024-01-18,Facebook,Back to School,18649,1397,7.491018285162743,740,16,11,181.3336728641048,324.53102151175835,4.1128210627915704,78.96897822996647
2024-01-18,Facebook,Black Friday,12383,259,2.091577162238553,59,11,3,1312.7686046337199,2376.732062330157,0.5895178874263103,81.04729606885269
2024-01-18,Facebook,Spring Collection,12296,928,7.547169811320755,88,10,6,919.5102774346592,1163.3325260522258,0.8458035133376708,26.51653326788321
2024-01-18,Instagram,Summer Sale,4356,53,1.2167125803489438,26,2,0,1715.7090602000537,2909.7412767445853,0.642791551882461,69.59409635601656
2024-01-18,Instagram,New Arrivals,3844,206,5.359001040582726,84,1,3,1326.2968678482137,1677.157027383167,2.2892819979188346,26.454119589695583
2024-01-18,Instagram,Holiday Promo,12645,797,6.3028865164096475,449,20,15,1721.8521795803724,4200.776595292491,3.8275998418347177,143.96848028593544
2024-01-18,Instagram,Back to School,2682,234,8.724832214765101,206,2,0,675.4483438543485,1372.1858356786474,7.755406413124534,103.15185434439988
2024-01-18,Instagram,Black Friday,12425,1236,9.9476861167002,1018,24,23,768.6263702613343,1744.3276213145232,8.571428571428571,126.94090247273833
2024-01-18,Instagram,Spring Collection,19639,1612,8.208157238148582,1093,173,88,1743.815177513441,3697.262485813351,6.894444727328275,112.02146497459606
2024-01-19,Facebook,Summer Sale,9782,76,0.7769372316499694,55,1,3,84.83069033272278,182.7724989148213,0.6031486403598446,115.45563073688467
2024-01-19,Facebook,New Arrivals,7059,585,8.287292817679557,387,2,19,1603.247717403544,2594.9975125230158,5.77985550361241,61.85879975713351
2024-01-19,Facebook,Holiday Promo,12536,570,4.546904913848118,510,1,23,894.8311604947285,2213.273059171414,4.259731971920868,147.3397392584936
2024-01-19,Facebook,Back to School,5167,326,6.309270369653571,283,29,17,985.8807276983908,1794.3373630022518,6.367331139926456,82.00349318028164
2024-01-19,Facebook,Black Friday,7154,350,4.892367906066536,226,32,5,1820.2463733200484,3697.4391977784003,3.6762650265585686,103.12850238149002
2024-01-19,Facebook,Spring Collection,4762,137,2.876942461150777,50,0,3,1973.9920568709356,2057.3782642028164,1.1129777404451913,4.22424229325725
2024-01-19,Instagram,Summer Sale,9783,359,3.6696309925380763,95,19,0,1141.3149327994824,932.0096901511392,1.1652867218644587,-18.33895593873878
2024-01-19,Instagram,New Arrivals,17385,274,1.5760713258556227,242,12,0,1657.802391448826,2334.620603054326,1.461029623238424,40.826229657806124
2024-01-19,Instagram,Holiday Promo,11433,920,8.0468818332896,99,13,9,1611.1440632627116,1837.1157428287022,1.0583398932913495,14.025541521617727
2024-01-19,Instagram,Back to School,10078,477,4.73308196070649,314,39,10,292.22893511971574,679.016202851703,3.601905139908712,132.35762145645654
2024-01-19,Instagram,Black Friday,19440,823,4.233539094650205,82,6,8,1432.668012929287,3267.410736871543,0.49382716049382713,128.06475103683456
2024-01-19,Instagram,Spring Collection,4389,133,3.0303030303030303,71,14,2,994.5769727693792,1912.9635819808952,1.9822282980177717,92.33942011087261
2024-01-20,Facebook,Summer Sale,1207,53,4.391052195526098,15,1,1,932.0206548106853,1765.3236221761967,1.4084507042253522,89.40820818340923
2024-01-20,Facebook,New Arrivals,5109,508,9.943237424153455,475,11,22,1318.073662453235,2128.391315595444,9.943237424153455,61.47741785796884
2024-01-20,Facebook,Holiday Promo,18650,171,0.9168900804289544,156,22,13,706.9467939536584,784.4284854129294,1.0241286863270778,10.960045667078884
2024-01-20,Facebook,Back to School,12894,358,2.7764851869086398,192,31,18,365.2614610862652,305.16277823884934,1.869086396773693,-16.453606320438524
2024-01-20,Facebook,Black Friday,17082,711,4.1622760800842995,558,95,55,1950.8466661862271,3717.443018095808,4.14471373375483,90.55536667897928
2024-01-20,Facebook,Spring Collection,15025,804,5.35108153078203,44,5,0,1688.8821922400205,1851.2321948536205,0.3261231281198004,9.612867218303123
2024-01-20,Instagram,Summer Sale,15036,208,1.3833466347432828,195,23,19,1276.0913955015928,2616.109237372993,1.5762170790103753,105.00955077317795
2024-01-20,Instagram,New Arrivals,4453,69,1.549517179429598,33,1,0,1052.2919422270138,1893.809011581182,0.7635302043566136,79.96992427531346
2024-01-20,Instagram,Holiday Promo,13003,627,4.821964162116435,344,33,5,1327.2682107226117,3300.420488260307,2.9377835884026764,148.6626637779143
2024-01-20,Instagram,Back to School,13473,1319,9.789950270912193,646,11,2,1264.7848379487914,2369.76711442089,4.891264009500483,87.36523741572849
2024-01-20,Instagram,Black Friday,13765,1371,9.960043588812205,949,13,77,1049.59965015132,1576.6592600211357,7.548129313476208,50.215299690108495
2024-01-20,Instagram,Spring Collection,13197,1054,7.986663635674775,562,61,53,1747.9623074813971,2721.6104078008043,5.122376297643403,55.70189335045311
2024-01-21,Facebook,Summer Sale,5599,280,5.000893016610109,93,1,6,368.87155154079437,540.3372916789136,1.7860332202178961,46.48386123079932
2024-01-21,Facebook,New Arrivals,3113,212,6.8101509797622874,14,2,0,1558.2725950888712,1593.3107022289148,0.513973658849984,2.2485223221194706
2024-01-21,Facebook,Holiday Promo,13588,968,7.123932881954666,312,30,10,1773.2338558384677,2751.0684786566267,2.590521047983515,55.144143543085754
2024-01-21,Facebook,Back to School,11831,893,7.547967204800947,871,104,0,926.3959786667886,1666.9601023735488,8.241061617783789,79.94034308876579
2024-01-21,Facebook,Black Friday,11552,625,5.410318559556786,293,56,10,1485.983929377999,2865.672006002805,3.1076869806094183,92.84676969570688
2024-01-21,Facebook,Spring Collection,4568,169,3.699649737302977,53,7,3,1735.2215464646295,3034.6221151472128,1.3791593695271454,74.8838424309567
2024-01-21,Instagram,Summer Sale,18658,1006,5.39178904491371,925,113,77,161.31936937416395,274.72498208875913,5.975988851966985,70.29881976017545
2024-01-21,Instagram,New Arrivals,1281,78,6.0889929742388755,10,2,0,931.7881051526988,2224.7256602761677,0.936768149882904,138.75875297974383
2024-01-21,Instagram,Holiday Promo,7980,210,2.631578947368421,188,13,11,339.2692418760733,840.461925009045,2.656641604010025,147.72712090300394
2024-01-21,Instagram,Back to School,2239,92,4.108977221974095,59,8,2,1003.2508315009943,1939.9552706992135,3.0817329164805716,93.36692378283774
2024-01-21,Instagram,Black Friday,13115,200,1.5249714067861229,137,12,3,1424.1274873364612,1627.9925741586455,1.1589782691574533,14.315086860901216
2024-01-21,Instagram,Spring Collection,5470,57,1.0420475319926874,30,0,2,1361.5741305389963,2116.397296775585,0.5850091407678245,55.437537281777104
2024-01-22,Facebook,Summer Sale,5612,544,9.69351389878831,95,14,1,1340.1830832237363,3301.7731299280067,1.9600855310049892,146.3673188580902
2024-01-22,Facebook,New Arrivals,16504,1611,9.76126999515269,312,39,16,109.25476640883187,260.31180297964227,2.223703344643723,138.26127823618626
2024-01-22,Facebook,Holiday Promo,4072,196,4.81335952848723,40,4,4,1175.511211587909,1636.987800912651,1.1787819253438114,39.25752343113498
2024-01-22,Facebook,Back to School,5033,241,4.788396582555136,207,8,0,843.4705234095977,1923.349695206036,4.271806079872839,128.02808655733403
2024-01-22,Facebook,Black Friday,1488,124,8.333333333333332,77,1,4,1542.12218588378,3660.454027853139,5.510752688172043,137.364721249721
2024-01-22,Facebook,Spring Collection,5114,503,9.835745013687916,491,81,12,1605.7366152743373,2473.623824135552,11.419632381697301,54.049163518198625
2024-01-22,Instagram,Summer Sale,6450,393,6.093023255813954,319,6,24,690.343394375908,1291.8774745285139,5.410852713178295,87.13548721595453
2024-01-22,Instagram,New Arrivals,5806,192,3.3069238718567,158,18,11,1119.5744572203796,2030.936399000598,3.2208060626937653,81.40253074752167
2024-01-22,Instagram,Holiday Promo,9927,546,5.500151103052282,300,43,5,192.7320513484651,351.90224606452796,3.5055908129344213,82.58626087483424
2024-01-22,Instagram,Back to School,3989,314,7.87164702933066,12,0,1,1905.3831913486827,4268.409919130427,0.32589621459012286,124.01845143333759
2024-01-22,Instagram,Black Friday,2177,202,9.278824069820853,21,4,1,1076.916404674471,1312.027092568341,1.1943040881947635,21.831841995659715
2024-01-22,Instagram,Spring Collection,15051,832,5.527871902199189,52,6,5,1506.4076464648542,3037.4217720036,0.4185768387482559,101.63345420687664
2024-01-23,Facebook,Summer Sale,7570,70,0.9247027741083224,32,2,2,1798.5928651882386,1656.8214069054357,0.47556142668428003,-7.882354090622136
2024-01-23,Facebook,New Arrivals,7542,100,1.3259082471492973,24,3,0,984.4072974150198,1113.1177142299641,0.35799522673031026,13.074914941501174
2024-01-23,Facebook,Holiday Promo,14645,1013,6.91703653123933,382,51,26,1862.731460972879,3175.663504956606,3.134175486514169,70.48423626763682
2024-01-23,Facebook,Back to School,17489,1493,8.536794556578421,679,1,48,1954.6142153920289,4298.970347775473,4.162616501801132,119.93958265126226
2024-01-23,Facebook,Black Friday,2286,144,6.299212598425196,117,9,6,1074.0685981507672,2153.9142299194477,5.774278215223097,100.53786449281354
2024-01-23,Facebook,Spring Collection,19743,1314,6.6555234766752775,454,41,35,877.8284791329057,832.1517595674961,2.6844957706528896,-5.20337636009802
2024-01-23,Instagram,Summer Sale,10600,221,2.0849056603773586,129,12,9,268.9934716018774,216.37641859200033,1.4150943396226416,-19.56071747635299
2024-01-23,Instagram,New Arrivals,2300,186,8.08695652173913,35,0,2,1241.4129282594338,1860.5656383187975,1.608695652173913,49.874839867139805
2024-01-23,Instagram,Holiday Promo,10852,731,6.736085514190933,593,23,15,1135.4422629765986,1401.8130395943322,5.8145963877626246,23.4596496275763
2024-01-23,Instagram,Back to School,13337,713,5.346029841793507,540,99,38,1351.7223036183675,1300.9111075336464,5.07610407138037,-3.758996648106406
2024-01-23,Instagram,Black Friday,17035,1042,6.116818315233343,251,4,14,508.7093903638704,1158.708419622175,1.5791018491341358,127.77413619067897
2024-01-23,Instagram,Spring Collection,18014,710,3.941378927500833,671,36,14,498.98002843434637,574.0847457455716,4.002442544687465,15.051647968132489
2024-01-24,Facebook,Summer Sale,10160,639,6.289370078740157,86,1,2,1214.2414879465987,2366.4718047432602,0.875984251968504,94.89301166485392
2024-01-24,Facebook,New Arrivals,12543,749,5.971458183847565,311,18,3,1462.4606934010453,2607.944378609622,2.6468946822929125,78.32577589108953
2024-01-24,Facebook,Holiday Promo,7764,85,1.0947964966512107,45,2,0,680.5745461252654,806.695819622643,0.6053580628541989,18.53158837858797
2024-01-24,Facebook,Back to School,3472,245,7.056451612903227,22,0,1,1355.7251014612257,1245.7537376867879,0.6624423963133641,-8.111627029396198
2024-01-24,Facebook,Black Friday,5255,198,3.7678401522359657,17,1,1,1319.2108696420287,2250.6109943477154,0.36156041864890576,70.60282371372702
2024-01-24,Facebook,Spring Collection,3428,107,3.121353558926488,12,1,1,152.0608077836912,219.48607838693715,0.40840140023337224,44.34099199259775
2024-01-24,Instagram,Summer Sale,10686,847,7.926258656185664,125,7,5,1146.4787909619242,2783.608066005844,1.282051282051282,142.79629836591462
2024-01-24,Instagram,New Arrivals,11060,336,3.0379746835443036,312,56,22,1094.8639847225086,1055.832044689362,3.52622061482821,-3.565003560057663
2024-01-24,Instagram,Holiday Promo,1632,104,6.372549019607843,25,3,0,636.6635612888474,1571.3505047766198,1.715686274509804,146.81018363853164
2024-01-24,Instagram,Back to School,11754,286,2.4332142249446997,124,7,5,1985.3428292088317,4716.979294741914,1.1570529181555216,137.5901645471302
2024-01-24,Instagram,Black Friday,9555,370,3.8723181580324435,130,20,3,1265.9920916053813,1204.606077871391,1.6012558869701727,-4.848846540277179
2024-01-24,Instagram,Spring Collection,5895,210,3.5623409669211195,25,3,1,360.6428402070116,327.2059677506603,0.49194232400339266,-9.271464376544476
2024-01-25,Facebook,Summer Sale,17163,530,3.0880382217561033,123,12,1,792.7735747464251,1100.9619288417146,0.7924022606770378,38.8747006601306
2024-01-25,Facebook,New Arrivals,16096,1018,6.32455268389662,458,74,2,824.1139582948526,1285.8191215213044,3.3175944333996026,56.02443188582207
2024-01-25,Facebook,Holiday Promo,4267,360,8.43684087180689,271,34,21,1019.0787916663689,2534.111257843111,7.640028122802906,148.66686251996313
2024-01-25,Facebook,Back to School,5107,288,5.6393185823379675,58,9,5,1644.0269315578237,2379.0049521776086,1.4098296455844919,44.70595989101863
2024-01-25,Facebook,Black Friday,13265,183,1.3795702977761024,76,15,6,644.1243212411796,603.9069900531518,0.731247644176404,-6.243721881287131
2024-01-25,Facebook,Spring Collection,14716,627,4.260668659961946,139,2,1,1916.779631394445,3400.693741279249,0.9649361239467247,77.41704291824438
2024-01-25,Instagram,Summer Sale,6656,302,4.537259615384615,298,35,13,321.43614800418317,747.996305944139,5.198317307692308,132.70447663976003
2024-01-25,Instagram,New Arrivals,9429,430,4.56039876975289,396,40,5,335.4292847163858,477.922502015536,4.67706013363029,42.48085178956034
2024-01-25,Instagram,Holiday Promo,16751,966,5.766819891349771,546,78,3,205.9325190006388,436.6655266441179,3.7430601158139813,112.04301718018775
2024-01-25,Instagram,Back to School,13415,141,1.0510622437569883,40,3,1,591.6176163110592,1329.638515759791,0.32799105478941487,124.74626838371509
2024-01-25,Instagram,Black Friday,19268,92,0.4774756072244135,11,2,0,803.5986402603369,1413.9718702685088,0.06746937928171061,75.95498541541001
2024-01-25,Instagram,Spring Collection,11145,827,7.420367877972185,354,1,10,1520.7944114705329,2818.2543502171015,3.275011215791835,85.3146177392899
2024-01-26,Facebook,Summer Sale,6078,132,2.171767028627838,18,2,0,286.70063187373637,377.17410544568065,0.3290556103981573,31.556775086491268
2024-01-26,Facebook,New Arrivals,10074,312,3.0970815961882074,89,15,0,1043.37314989209,2602.5739709302698,1.0323605320627358,149.43846515500604
2024-01-26,Facebook,Holiday Promo,11340,869,7.663139329805997,230,35,5,880.8625985862244,900.4244784688256,2.380952380952381,2.2207640458339095
2024-01-26,Facebook,Back to School,6693,532,7.94860301807859,528,26,27,989.1879507429816,1088.8072360443489,8.680711190796355,10.070814674455246
2024-01-26,Facebook,Black Friday,7140,647,9.061624649859944,519,54,1,310.91728574500297,469.97854485531144,8.03921568627451,51.15870567606898
2024-01-26,Facebook,Spring Collection,5837,520,8.908685968819599,323,38,4,469.6436504336131,385.39207659162054,6.2532122665752965,-17.93946831053815
2024-01-26,Instagram,Summer Sale,15828,1286,8.124842052059641,347,44,31,1001.3153856564068,987.8492334938206,2.6661612332575184,-1.3448462248244057
2024-01-26,Instagram,New Arrivals,5795,444,7.661777394305435,200,20,19,568.7375921104924,599.2812023100099,4.124245038826575,5.370422251529945
2024-01-26,Instagram,Holiday Promo,11749,595,5.0642607881521835,573,111,17,978.2353522690947,1407.6905371720518,5.966465231083497,43.901008474780795
2024-01-26,Instagram,Back to School,11636,674,5.792368511515985,114,16,7,665.0434467086249,1310.021867817455,1.177380543141973,96.98290003471219
2024-01-26,Instagram,Black Friday,17955,1633,9.094959621275411,38,0,1,1864.1218254337562,2293.2414314268117,0.2172096908939014,23.01993357613337
2024-01-26,Instagram,Spring Collection,19663,838,4.261811524182475,293,10,22,1335.7401483012763,3101.18811496239,1.652850531455017,132.17001592011118
2024-01-27,Facebook,Summer Sale,19631,994,5.063420100860883,88,16,6,1060.895642793148,1119.5496999384989,0.5603382405379247,5.528730138897097
2024-01-27,Facebook,New Arrivals,8083,498,6.1610788073734994,96,4,7,131.2621561746493,123.93069578908435,1.3237659284918966,-5.585357272213451
2024-01-27,Facebook,Holiday Promo,4456,158,3.5457809694793534,26,4,0,805.8107013914006,1277.4595956886544,0.6732495511669658,58.53097923406247
2024-01-27,Facebook,Back to School,16587,485,2.923976608187134,408,6,27,741.9406525009363,1113.3728972362126,2.6587086272381986,50.062258144671155
2024-01-27,Facebook,Black Friday,9964,399,4.004415897230028,361,7,9,90.84267401027998,85.36411901067575,3.783621035728623,-6.030816529007348
2024-01-27,Facebook,Spring Collection,12483,409,3.2764559801329805,338,65,14,451.0901612813325,453.9577012313788,3.340543138668589,0.6356910870990826
2024-01-27,Instagram,Summer Sale,7979,639,8.008522371224464,626,40,24,1084.0891598358587,944.5854010276382,8.64770021305928,-12.86829201662183
2024-01-27,Instagram,New Arrivals,15089,198,1.3122141957717544,173,11,7,272.2154376929185,442.68391903091225,1.2658227848101267,62.62263550618179
2024-01-27,Instagram,Holiday Promo,7303,400,5.477201150212242,297,31,27,355.4449520989262,310.7834943372089,4.861016020813365,-12.56494360040519
2024-01-27,Instagram,Back to School,13232,537,4.058343409915357,133,25,8,369.1834128573379,467.1813861277126,1.2545344619105199,26.544522277398112
2024-01-27,Instagram,Black Friday,15291,1245,8.14204433980773,695,112,20,607.5182390163623,1328.7090919511993,5.408410175920476,118.71097962466494
2024-01-27,Instagram,Spring Collection,16990,88,0.5179517363154796,21,0,2,541.8699893380551,1129.0247466656458,0.13537374926427312,108.35712788686732
2024-01-28,Facebook,Summer Sale,16997,351,2.0650703065246807,247,6,22,1329.5155834780894,1464.6328005269102,1.6179325763370007,10.16289080985018
2024-01-28,Facebook,New Arrivals,11773,909,7.721056655058184,806,12,1,306.87110823639574,624.2267277978456,6.956595600101928,103.41658469750024
2024-01-28,Facebook,Holiday Promo,16921,1680,9.928491223922936,1496,87,43,1478.9630122941887,2546.483320216103,9.60936114886827,72.18032493361423
2024-01-28,Facebook,Back to School,2724,146,5.359765051395008,12,2,1,1151.7928860750815,2270.304732239128,0.5506607929515419,97.11050134851541
2024-01-28,Facebook,Black Friday,6926,157,2.2668206757146985,120,24,4,362.1396881614173,573.8638262825558,2.1368755414380596,58.4647706513643
2024-01-28,Facebook,Spring Collection,4727,121,2.559763063253649,10,0,0,1984.0294051312587,1921.7363761793306,0.21155066638459913,-3.139723070173296
2024-01-28,Instagram,Summer Sale,11047,923,8.355209559156332,875,9,20,1479.489027257866,2732.875536644025,8.183217163030687,84.71752654423042
2024-01-28,Instagram,New Arrivals,12329,986,7.997404493470679,121,12,8,1130.7417025574325,914.646043652038,1.1436450644821154,-19.11096569770483
2024-01-28,Instagram,Holiday Promo,11805,1085,9.191020753917831,218,13,13,1511.613694714332,3158.8945117234534,2.0669207962727656,108.97498631887083
2024-01-28,Instagram,Back to School,16379,636,3.8830209414494172,79,7,2,1992.8519583731322,2842.05839426721,0.5372733378106112,42.6126201861642
2024-01-28,Instagram,Black Friday,10596,181,1.7081917704794263,29,1,1,1206.436451664229,1768.1456472079178,0.29256323140807855,46.55936869023099
2024-01-28,Instagram,Spring Collection,6588,454,6.891317547055252,211,37,13,743.2113703606469,1598.0051240443754,3.9617486338797816,115.01354631710434
2024-01-29,Facebook,Summer Sale,16379,322,1.9659319860797362,128,6,3,1044.713939372709,2120.547923652632,0.8364369009097015,102.97881015408865
2024-01-29,Facebook,New Arrivals,17100,385,2.2514619883040936,195,3,1,1218.769483042721,2222.606036475234,1.1637426900584795,82.3647594889218
2024-01-29,Facebook,Holiday Promo,12154,260,2.1392134276781305,159,23,12,1504.5541571866654,3715.2672328647855,1.5961823268059898,146.9347623758447
2024-01-29,Facebook,Back to School,14428,976,6.764624341558082,877,18,47,778.2520624811382,784.5095884246356,6.52897144441364,0.8040487452802679
2024-01-29,Facebook,Black Friday,7256,232,3.197353914002205,155,30,3,171.95734244986846,371.8274467515671,2.5909592061742006,116.23237568931823
2024-01-29,Facebook,Spring Collection,10518,1020,9.697661152310324,834,117,44,388.2861448186166,731.4691844569313,9.459973378969385,88.38405495993908
2024-01-29,Instagram,Summer Sale,18043,1120,6.207393448982985,408,69,13,1507.0781960969734,3101.532049807777,2.715734633930056,105.79768573655406
2024-01-29,Instagram,New Arrivals,13889,886,6.379148966808265,514,60,9,702.2970130467677,593.1139896987482,4.197566419468644,-15.546559549548972
2024-01-29,Instagram,Holiday Promo,11077,303,2.7353976708495082,127,12,5,1060.2535941656902,1386.6351425459488,1.2999909722849148,30.783347510091406
2024-01-29,Instagram,Back to School,18833,596,3.1646577815536556,311,25,18,784.9826212359253,1244.1548953668876,1.8796792863590503,58.49457831410496
2024-01-29,Instagram,Black Friday,11195,98,0.8753907994640464,30,1,3,991.7893005664426,1018.4842548726168,0.3037070120589549,2.6915953107104325
2024-01-29,Instagram,Spring Collection,16078,1368,8.508520960318448,1019,162,0,1571.4154736886996,1275.9102383396955,7.345440975245678,-18.805035351684737
2024-01-30,Facebook,Summer Sale,14493,735,5.071413785965639,373,59,30,1849.11496327119,2963.2117917682917,3.187745808321259,60.25027381348972
2024-01-30,Facebook,New Arrivals,16261,1481,9.107680954430847,885,105,29,120.7608640963292,153.2121763812275,6.266527273845397,26.872375026243887
2024-01-30,Facebook,Holiday Promo,2974,269,9.045057162071284,129,9,5,886.3294137790252,1981.958464934395,4.808338937457969,123.6142041686237
2024-01-30,Facebook,Back to School,17965,1629,9.067631505705538,850,44,55,140.6761435581277,260.74169144755564,5.282493737823546,85.34890483390069
2024-01-30,Facebook,Black Friday,18258,1514,8.2922554496659,205,32,6,218.52799098696565,262.78719178836315,1.3309234308248439,20.253332582935517
2024-01-30,Facebook,Spring Collection,18055,1276,7.0672943782885635,1181,215,14,1770.1644478500173,2600.1261213990447,7.809471060648019,46.88613391581055
2024-01-30,Instagram,Summer Sale,12929,541,4.184391677623946,151,24,4,1963.529326469631,2427.1207724173273,1.384484492226777,23.610110615522114
2024-01-30,Instagram,New Arrivals,2753,214,7.77333817653469,58,2,2,1945.4103927814972,3568.8482912361646,2.2520886305848165,83.44963635839933
2024-01-30,Instagram,Holiday Promo,17376,494,2.843001841620626,434,32,3,865.0803710474445,822.716015551259,2.6991252302025783,-4.897158335114047
2024-01-30,Instagram,Back to School,1597,82,5.134627426424546,33,4,0,1727.272402031398,3504.263157758586,2.316844082654978,102.87843154544225
2024-01-30,Instagram,Black Friday,14992,472,3.1483457844183564,95,16,0,1245.1553136808009,1474.8241959774243,0.7403948772678761,18.44499877028993
2024-01-30,Instagram,Spring Collection,11849,891,7.519621909021858,862,4,1,1345.166433285564,1570.2851077316311,7.317073170731707,16.735377041502268
2024-01-31,Facebook,Summer Sale,1097,65,5.925250683682772,57,2,4,1511.103239756764,1955.3658570012838,5.742935278030994,29.39988516708037
2024-01-31,Facebook,New Arrivals,5666,292,5.153547476173667,58,6,4,371.177389192977,505.308132961408,1.200141193081539,36.13656102815458
2024-01-31,Facebook,Holiday Promo,14171,263,1.8559029002893233,152,23,7,1761.7686523964796,4043.7684786767813,1.2843130336602921,129.52891534175998
2024-01-31,Facebook,Back to School,15939,831,5.213626952757387,390,39,27,1555.4243288044813,1316.1761385162806,2.8609072087332956,-15.381538391654829
2024-01-31,Facebook,Black Friday,17280,1327,7.679398148148148,1077,96,41,1020.7343906668659,999.6105883897317,7.025462962962963,-2.069471007372804
2024-01-31,Facebook,Spring Collection,16795,650,3.8701994641262285,388,49,18,910.0907085890283,1030.7102761210572,2.7091396248883597,13.253576417567553
2024-01-31,Instagram,Summer Sale,7411,635,8.5683443529888,17,3,1,1596.0661171159868,2844.0441349744065,0.2833625691539603,78.19087219979676
2024-01-31,Instagram,New Arrivals,8239,616,7.476635514018691,568,14,47,1799.067964325892,3030.2131511979646,7.634421653113242,68.43238895276426
2024-01-31,Instagram,Holiday Promo,7971,517,6.486011792748714,463,11,1,667.685270281677,1507.102354836743,5.9591017438213525,125.72047368978802
2024-01-31,Instagram,Back to School,1258,76,6.041335453100159,49,5,0,1216.319627269585,1042.0844229546046,4.292527821939586,-14.324787696315196
2024-01-31,Instagram,Black Friday,1612,81,5.024813895781638,57,10,4,908.6306658182805,1677.3382447875647,4.4044665012406945,84.60066426186634
2024-01-31,Instagram,Spring Collection,6906,593,8.58673617144512,533,10,45,673.3503232590622,1670.1156427818305,8.51433536055604,148.030718200053
2024-02-01,Facebook,Summer Sale,11102,1062,9.5658439920735,679,12,33,373.61204582678073,859.0376545491864,6.521347504954063,129.92771891178947
2024-02-01,Facebook,New Arrivals,9438,689,7.300275482093664,546,2,32,107.26011024966502,235.86813144316835,6.145369781733418,119.90293585765261
2024-02-01,Facebook,Holiday Promo,1226,110,8.97226753670473,101,8,3,1840.5055992644118,1818.92080673446,9.135399673735726,-1.1727642957771207
2024-02-01,Facebook,Back to School,17299,1450,8.381987398115498,1428,212,130,1765.6527322058057,2989.6726869501003,10.231805306665125,69.32393513276777
2024-02-01,Facebook,Black Friday,5079,326,6.4185863358928925,165,25,0,517.7545198740922,539.1649028695379,3.7408938767473914,4.135238259368977
2024-02-01,Facebook,Spring Collection,13328,356,2.6710684273709484,347,57,10,1319.7377905192645,2448.8771551296823,3.1062424969987994,85.55785647133331
2024-02-01,Instagram,Summer Sale,17021,322,1.8917807414370484,117,10,10,1286.577169676687,1305.4256032557773,0.8048880794312908,1.465006065965476
2024-02-01,Instagram,New Arrivals,2089,205,9.813307802776448,56,6,5,1718.6876548662833,2038.7163140533467,3.207276208712303,18.62052469399753
2024-02-01,Instagram,Holiday Promo,4830,392,8.115942028985506,137,2,3,1739.453702790117,2028.900150394709,2.9399585921325055,16.64007769452642
2024-02-01,Instagram,Back to School,15478,1264,8.16642977128828,542,98,52,846.1973683809297,1769.1641704712322,4.470861868458457,109.07228462034331
2024-02-01,Instagram,Black Friday,17843,1474,8.26094266659194,560,8,34,165.2330856525939,384.6693252377302,3.3738721067085127,132.80405599064204
2024-02-01,Instagram,Spring Collection,18522,1810,9.772162833387323,655,90,45,947.6986288437563,2151.0466734728384,4.265198142749163,126.9758136188539
2024-02-02,Facebook,Summer Sale,10031,751,7.48679094806101,556,18,29,1614.5909418605652,2606.6264669739603,6.011364769215432,61.44191072756969
2024-02-02,Facebook,New Arrivals,11096,330,2.9740447007930784,279,25,5,596.0727926234543,1346.6362386338394,2.78478731074261,125.91808505585058
2024-02-02,Facebook,Holiday Promo,16282,948,5.822380542930844,435,18,8,1686.9487735264954,4165.17399127928,2.8313475003070874,146.90577785430668
